"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"463",1944,"Haugafossen","Kraftverk","HARDANGER ENERGI AS","983502601","Hordaland","12","Jondal","27","2018-09-12T00:00:00","2018-09-12T00:00:00",5.43,15,42,14.8,0.102,"5","047.2A0"
"464",1562,"Hauge","Kraftverk","HAUGE MINIKRAFTVERK AS","992455209","Sogn og Fjordane","14","Gulen","11","2010-02-24T00:00:00","2010-02-24T00:00:00",0.48,1.82,67,0.92,0.145,"5","068.620"
"465",133,"Haugfoss","Kraftverk","MODUM KRAFTPRODUKSJON KF","971030674","Buskerud","06","Modum","23","1938-06-06T00:00:00","1938-06-06T00:00:00",3.6,16.5095,37,12,0.083,"1","012.BA2"
"466",1094,"Hauggard","Kraftverk","SMÅKRAFT AS","984616155","Østfold","01","Rakkestad","28","1985-01-01T00:00:00","1985-01-01T00:00:00",0.5,1,NA,NA,NA,"1","002.AB0"
"467",1771,"Haugsland","Kraftverk","","","Rogaland","11","Suldal","34","2012-01-01T00:00:00","2012-01-01T00:00:00",0.022,0.14,NA,NA,NA,"2","035.7B2"
"468",1699,"Haukali","Kraftverk","SKRUDSARKRAFT AS","980023745","Rogaland","11","Forsand","29","2001-01-01T00:00:00","2001-01-01T00:00:00",1.65,6,331,0.65,0.705,"2","031.1B"
"469",134,"Haukeli","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Vinje","34","1957-01-01T00:00:00","1957-01-01T00:00:00",4.9,38,268,2.14,0.636,"2","016.BED2A"
"470",135,"Haukland","Kraftverk","DALANE KRAFT AS","982388406","Rogaland","11","Lund","12","1949-08-06T00:00:00","1949-08-06T00:00:00",4.9,19.8,252.5,2.2,0.619,"2","026.BA12"
"471",610,"Haukrei","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Fyresdal","31","1992-12-15T00:00:00","1992-12-15T00:00:00",16,43.9553,102.5,17.98,0.246,"2","019.DE5"
"472",614,"Haukvik","Kraftverk","HAUKVIK KRAFT AS","880397532","Trøndelag","50","Hemne","11","1987-01-01T00:00:00","1987-01-01T00:00:00",2.6,10.3471,300,1,0.722,"3","113.AZ"
"473",1923,"Hausken","Kraftverk","AARAM GARD VENDEL HAUSKEN","983239935","Møre og Romsdal","15","Vanylven","11","2009-01-01T00:00:00","2009-01-01T00:00:00",0.008,0.04,NA,NA,NA,"3","093.110"
"474",1066,"Hauskje","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Hjelmeland","33","1990-04-02T00:00:00","1990-04-02T00:00:00",0.76,3.5,NA,NA,NA,"2","035.2Z"
"475",1489,"Havdal","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Lierne","42","2009-11-24T00:00:00","2009-11-24T00:00:00",2.3,10,51.5,5,0.127,"4","307.3B6A1"
"476",1717,"Havrevoll","Kraftverk","KOLBEIN HAVREVOLL","984694105","Rogaland","11","Suldal","34","2010-04-01T00:00:00","2010-04-01T00:00:00",0.065,0.45,260,0.03,NA,"2","036.B4Z"
"477",1971,"Heggemselva","Kraftverk","HEGGEMSELVA MIKROKRAFTVERK AS","921251742","Møre og Romsdal","15","Surnadal","66","2019-04-18T00:00:00","2019-04-18T00:00:00",0.075,0.3,66.5,0.14,0.149,"3","112.420"
"478",136,"Heggmoen","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Bodø","04","1981-10-17T00:00:00","1981-10-17T00:00:00",10,52.2477,116.69,9.98,0.277,"4","165.1B"
"479",1796,"Heggtveit","Kraftverk","SKRÆI & SKREDE KRAFT AS","913173309","Telemark","08","Fyresdal","31","2015-12-16T00:00:00","2015-12-16T00:00:00",1.66,4.5,335,0.59,0.782,"2","019.H20"
"480",1837,"Hegsetdammen","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Tydal","33","2015-05-01T00:00:00","2015-05-01T00:00:00",0.28,0.9,29.4,1.2,0.065,"3","123.D51"
"481",137,"Hegsetfoss","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Selbu","32","1962-01-01T00:00:00","1962-01-01T00:00:00",32,25.3609,72,64.87,0.136,"3","123.D22"
"482",931,"Heidelva","Kraftverk","HEIDELVA KRAFTVERK AS","979391188","Møre og Romsdal","15","Volda","19","1998-09-15T00:00:00","1998-09-15T00:00:00",0.5,2.5,220,0.4,0.347,"3","094.42Z"
"483",1884,"Heieren","Kraftverk","SKJÆRDALEN EIENDOM AS","915956858","Buskerud","06","Ringerike","05","1981-06-30T00:00:00","1981-06-30T00:00:00",0.32,1.7,58,0.76,0.117,"1","012.D8A0"
"484",138,"Heierenfossen","Kraftverk","BRULAND ENERGI AS","983076769","Buskerud","06","Ringerike","05","1981-01-01T00:00:00","1981-01-01T00:00:00",0.6,4.5153,9.7,9,0.018,"1","012.DA0"
"485",1662,"Heimerdalen","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Vestvågøy","60","2009-12-11T00:00:00","2009-12-11T00:00:00",0.25,1,206,0.15,0.463,"4","180.54Z"
"486",1405,"Heimseta","Kraftverk","HEIMSETA KRAFT AS","990967229","Sogn og Fjordane","14","Gloppen","45","2008-05-19T00:00:00","2008-05-19T00:00:00",1,5,NA,NA,NA,"3","085.G"
"487",1438,"Heina","Kraftverk","HEINA KRAFT AS","989469282","Møre og Romsdal","15","Nesset","43","2008-11-14T00:00:00","2008-11-14T00:00:00",2.8,8,NA,NA,NA,"3","104.32A"
"488",1614,"Heiåi","Kraftverk","VRÅDAL KRAFT AS","985780595","Telemark","08","Kviteseid","29","2008-09-03T00:00:00","2008-09-03T00:00:00",0.4,1,NA,NA,NA,"2","019.G4"
"489",1670,"Heiåi","Kraftverk","HEIKRAFT AS","989243012","Telemark","08","Seljord","28","2012-12-12T00:00:00","2012-12-12T00:00:00",2.4,5,245,1.2,0.556,"2","016.CD3A"
"490",751,"Hekni","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Bygland","38","1995-11-01T00:00:00","1995-11-01T00:00:00",56,249.55,38.5,170,0.092,"2","021.E12"
"491",1135,"Heldøla","Kraftverk","","","Aust-Agder","09","Froland","19","2004-01-01T00:00:00","2004-01-01T00:00:00",0.31,1.34,NA,NA,NA,"2","019.C3"
"492",813,"Helganes","Kraftverk","HELGANES KRAFTVERK Tore Eide","937084129","Rogaland","11","Suldal","34","2003-01-01T00:00:00","2003-01-01T00:00:00",3.47,9.243,208,1.8,0.432,"2","036.B11"
"493",1921,"Helgheim","Kraftverk","NYDALSELVA KRAFT AS","893040412","Sogn og Fjordane","14","Jølster","31","2018-05-07T00:00:00","2018-05-07T00:00:00",2.7,7.4,241.7,1.3,0.469,"3","084.E42"
"494",927,"Helgøy","Kraftverk","HELGØY ENERGI AS","977309727","Møre og Romsdal","15","Vanylven","11","1997-01-15T00:00:00","1997-01-15T00:00:00",0.4,1.5,NA,NA,NA,"3","092.52"
"495",584,"Hellandsfoss","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Modalen","52","1992-06-01T00:00:00","1992-06-01T00:00:00",31.5,169.2036,72.19,50,0.175,"5","064.A0"
"496",770,"Hellandsfossen","Kraftverk","MODALEN KRAFTLAG SA","877051412","Hordaland","12","Modalen","52","1977-07-01T00:00:00","1977-07-01T00:00:00",2.5,8.2037,31,11,0.048,"5","064.A"
"497",1369,"Helle","Kraftverk","HELLE KRAFTVERK DA","989264915","Vest-Agder","10","Audnedal","27","2007-01-01T00:00:00","2007-01-01T00:00:00",1.3,3,107,NA,NA,"2","023.B"
"498",877,"Helle Bruk","Kraftverk","HELLE BRUK AS","913403010","Telemark","08","Kragerø","15","1945-01-01T00:00:00","1945-01-01T00:00:00",0.6,1.5,NA,NA,NA,"2","017.22A"
"499",159,"Hellefoss","Kraftverk","HELLEFOSS KRAFT AS","912756734","Buskerud","06","Øvre Eiker","24","1953-01-01T00:00:00","1953-01-01T00:00:00",11,81.22,5.3,240,0.0127,"1","012.B22"
"500",140,"Helleren","Kraftverk","HÅLOGALAND KRAFT PRODUKSJON AS","912432181","Troms","19","Skånland","13","1958-11-03T00:00:00","1958-11-03T00:00:00",2.4,9.6862,20,15,0.044,"4","189.A"
"501",949,"Hellevang","Kraftverk","","","Sogn og Fjordane","14","Førde","32","2003-01-01T00:00:00","2003-01-01T00:00:00",0.176,0.3,NA,NA,NA,"3","084.52Z"
"502",1070,"Helveteskraft","Kraftverk","SÆTER BJØRN","969087251","Buskerud","06","Kongsberg","04","2005-01-01T00:00:00","2005-01-01T00:00:00",0.03,0.09,NA,NA,NA,"1","015.C7"
"503",141,"Hemsil I","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Hemsedal","18","1960-01-01T00:00:00","1960-01-01T00:00:00",70,241.0185,540,16,1.215,"5","012.CDB20"
"504",142,"Hemsil II","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Gol","17","1960-01-01T00:00:00","1960-01-01T00:00:00",98,522.8218,370,31,0.878,"5","012.CD52"
"505",143,"Hensfoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Ringerike","05","1946-01-01T00:00:00","1946-01-01T00:00:00",16.7,106.5234,24,87.52,0.052,"1","012.F24"
"506",1439,"Herad","Kraftverk","HERAD KRAFT DA","990310165","Buskerud","06","Gol","17","2008-01-03T00:00:00","2008-01-03T00:00:00",0.085,0.68,NA,NA,NA,"5","012.CD3Z"
"507",1826,"Herje","Kraftverk","RAUMA ENERGI AS","970974253","Møre og Romsdal","15","Rauma","39","2015-05-28T00:00:00","2015-05-28T00:00:00",4.4,13.8,363.4,1.42,0.861,"3","104.11A"
"508",1692,"Herjåa","Kraftverk","HERJÅA KRAFT AS","996068935","Trøndelag","50","Midtre Gauldal","27","2012-07-17T00:00:00","2012-07-17T00:00:00",0.328,1.5,53,0.725,0.118,"3","122.E1Z"
"509",144,"Herlandsfoss","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Osterøy","53","1919-01-01T00:00:00","1995-10-14T00:00:00",13.8,64.1947,136,12,0.319,"5","060.5A1"
"510",145,"Herva","Pumpekraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Sogn og Fjordane","14","Luster","26","1962-01-01T00:00:00","1962-01-01T00:00:00",33,107.4864,257,16.3,0.561,"5","075.CC12"
"511",1807,"Hesjeberg","Kraftverk","NORDIC POWER AS","914341183","Troms","19","Gratangen","19","2016-04-15T00:00:00","2016-04-15T00:00:00",6.14,14,254.6,2.69,0.634,"4","190.4"
"512",841,"Hestdal","Kraftverk","HESTDAL E-VERK AS","884198992","Trøndelag","50","Indre Fosen","54","2005-01-01T00:00:00","2005-01-01T00:00:00",1.1,4.8,120,1.1,0.278,"3","131.7Z"
"513",1881,"Hestenes","Kraftverk","HESTENES KRAFT AS","999161723","Sogn og Fjordane","14","Gloppen","45","2016-07-06T00:00:00","2016-07-06T00:00:00",1.88,6.3,292,0.78,0.67,"3","086.96"
"514",146,"Hetland","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Hå","19","1915-01-01T00:00:00","1983-01-03T00:00:00",1.48,6.48,55.3,3,0.137,"2","027.6B"
"515",1389,"Hetland","Kraftverk","HETLAND KRAFT AS","992327138","Rogaland","11","Vindafjord","60","2008-09-24T00:00:00","2008-09-24T00:00:00",0.275,1,142,0.27,0.283,"2","041.32Z"
"516",1486,"Hindbergelva","Kraftverk","SØRSIDA KRAFT AS","990317135","Trøndelag","50","Inderøy","53","2009-01-09T00:00:00","2009-01-09T00:00:00",0.53,1.8,121,0.56,0.263,"3","130.4Z"
"517",1343,"Hisvatn","Kraftverk","HISVATN KRAFTLAG AS","985386706","Vest-Agder","10","Kvinesdal","37","2007-01-22T00:00:00","2007-01-22T00:00:00",3.6,14,221,1.8,0.54,"2","025.C20"
"518",147,"Hjartdøla","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Hjartdal","27","1958-10-17T00:00:00","1958-10-17T00:00:00",120,425.2527,575,24.6,1.355,"2","016.EC1"
"519",1357,"Hjelle","Kraftverk","HJELLE KRAFTVERK AS","989826611","Sogn og Fjordane","14","Gloppen","45","2008-05-15T00:00:00","2008-05-15T00:00:00",2.85,11.4,19,16.6,0.048,"3","087.D3"
"520",1255,"Hjelledøla","Kraftverk","HJELLEDALEN KRAFTLAG AS","988088994","Sogn og Fjordane","14","Stryn","49","2006-05-12T00:00:00","2006-05-12T00:00:00",1.1,6.8,67,2,0.153,"3","088.C21"
"521",735,"Hjelmeland","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Hjelmeland","33","1993-10-01T00:00:00","1993-10-01T00:00:00",6,21.4342,145,4.59,0.349,"2","035.2Z"
"522",148,"Hjertvatn","Kraftverk","BALLANGEN ENERGI AS","971592117","Nordland","18","Ballangen","54","1957-07-01T00:00:00","1957-07-01T00:00:00",2.5,6.2614,194.9,2.15,0.323,"4","172.B"
"523",149,"Hjorteland","Pumpe","STATKRAFT ENERGI AS","987059729","Rogaland","11","Suldal","34","1986-01-01T00:00:00","1986-01-01T00:00:00",-6.6,-19.9914,0,5.98,-0.305,"2","035.A2"
"524",1537,"Hjorteland (Fjellbergsåno)","Kraftverk","HJORTELAND KRAFT AS","989743597","Rogaland","11","Suldal","34","2009-12-10T00:00:00","2009-12-10T00:00:00",1.75,4.35,210,0.8,NA,"2","035.A4A0"
"525",1538,"Hjorteland (Hjortelandsåno)","Kraftverk","HJORTELAND KRAFT AS","989743597","Rogaland","11","Suldal","34","2009-12-10T00:00:00","2009-12-10T00:00:00",0.48,1.3,NA,NA,NA,"2","035.A6A1"
"526",150,"Hodnaberg","Kraftverk","VOSS ENERGI PRODUKSJON AS","984665776","Hordaland","12","Voss","35","1953-12-19T00:00:00","1953-12-19T00:00:00",32.5,110.3411,300,13.01,0.694,"5","061.D"
"527",1302,"Hoelsfossen","Kraftverk","HOELSFOSSEN ELVERK AS","988470627","Møre og Romsdal","15","Norddal","24","2007-07-09T00:00:00","2007-07-09T00:00:00",0.4,2.65,13.9,3.2,0.035,"3","100.B0"
"528",1163,"Hofkvern","Kraftverk","HOFKVERN KRAFTVERK AS","980684970","Hedmark","04","Åsnes","25","2000-01-01T00:00:00","2000-01-01T00:00:00",0.06,0.27,NA,NA,NA,"1","002.G6A"
"529",151,"Hofsfoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Ringerike","05","1978-01-01T00:00:00","1978-01-01T00:00:00",27,141.4353,26.79,120.97,0.061,"1","012.F22"
"530",152,"Hogga","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Nome","19","1987-04-01T00:00:00","1987-04-01T00:00:00",17,101.7914,12,168.64,0.028,"2","016.BA8"
"531",153,"Hogstad","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Siljan","11","1913-08-01T00:00:00","1913-08-01T00:00:00",9.6,45.064,135.5,8.5,0.313,"2","015.4E2"
"532",154,"Hol I (Urunda)","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Hol","20","1956-01-01T00:00:00","1956-11-01T00:00:00",106,371.7256,308,32.4,0.909,"5","012.CFB0"
"533",155,"Hol I (Votna)","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Hol","20","1949-02-01T00:00:00","1949-02-01T00:00:00",114,379.7952,408,31.2,1.015,"5","012.CFB0"
"534",156,"Hol II","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Hol","20","1957-01-01T00:00:00","1957-01-01T00:00:00",26,110.0988,47.7,71,0.102,"5","012.CFA6"
"535",157,"Hol III","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Hol","20","1958-01-01T00:00:00","1958-01-01T00:00:00",60,233.4473,98,73.41,0.226,"5","012.CF5"
"536",1673,"Holdal","Kraftverk","HOLDALBEKK KRAFT AS","992945850","Telemark","08","Vinje","34","2012-10-16T00:00:00","2012-10-16T00:00:00",1.24,3.5,216.6,0.7,0.492,"2","016.BED41"
"537",1740,"Hole","Kraftverk","HOLE KRAFT AS","897706482","Møre og Romsdal","15","Stranda","25","2013-04-24T00:00:00","2013-04-24T00:00:00",0.236,0.9,67,0.45,0.146,"3","098.6B0"
"538",373,"Holen III","Kraftverk","OTRA KRAFT DA","955007514","Aust-Agder","09","Bykle","41","1987-01-27T00:00:00","1987-01-27T00:00:00",160,246.6902,610,29.48,1.506,"2","021.GB12B"
"539",158,"Holen I-II","Kraftverk","OTRA KRAFT DA","955007514","Aust-Agder","09","Bykle","41","1981-11-21T00:00:00","1981-11-21T00:00:00",230,584.6973,250,109.02,0.586,"2","021.GB12B"
"540",1266,"Holmane","Kraftverk","HOLMANE KRAFTVERK ANS","987031115","Rogaland","11","Gjesdal","22","2005-01-01T00:00:00","2005-01-01T00:00:00",0.08,0.3,220,NA,NA,"2","030.2A2A1"
"541",1114,"Holmbekken","Kraftverk","","","Trøndelag","50","Stjørdal","35","1997-01-01T00:00:00","1997-01-01T00:00:00",0.0045,0.018,NA,NA,NA,"3","124.A12"
"542",1528,"Holmem","Kraftverk","HOLMEM KRAFT AS","891287232","Møre og Romsdal","15","Rauma","39","2009-02-21T00:00:00","2009-02-21T00:00:00",0.65,2.7,NA,NA,NA,"3","103.640"
"543",1797,"Holmen","Kraftverk","HOLMEN KRAFT AS","989342053","Sogn og Fjordane","14","Aurland","21","2016-05-21T00:00:00","2016-05-21T00:00:00",25,81,278.5,10.6,0.655,"5","071.AA"
"544",1563,"Holsbru","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Sogn og Fjordane","14","Årdal","24","2012-03-28T00:00:00","2012-03-28T00:00:00",48.9,84,687.8,8.8,1.544,"5","074.CAZ"
"545",1893,"Holsen","Kraftverk","HOLSEN KRAFT NORDDØLA AS","995332744","Sogn og Fjordane","14","Førde","32","2017-04-12T00:00:00","2017-04-12T00:00:00",8.6,27,451.34,2.3,1.039,"3","084.CC"
"546",1168,"Holsfossen","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Gausdal","22","1930-01-01T00:00:00","1930-01-01T00:00:00",2.2,9.8,24.23,10,0.061,"1","002.DDB0"
"547",1512,"Hommafossen","Kraftverk","HESKESTAD KRAFT AS","989945696","Rogaland","11","Lund","12","2009-11-26T00:00:00","2009-11-26T00:00:00",0.99,3,150,0.83,NA,"2","026.4F"
"548",160,"Hommelfoss","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Masfjorden","66","1944-01-01T00:00:00","1986-02-26T00:00:00",2.8,14.0489,186.5,1.79,0.435,"5","067.3A0"
"549",1808,"Hommsåne","Kraftverk","SMÅKRAFT AS","984616155","Aust-Agder","09","Valle","40","2016-05-10T00:00:00","2016-05-10T00:00:00",1.8,5.1,271,0.78,0.641,"2","021.F50"
"550",1753,"Hongset Røye","Kraftverk","HAGEN ODD","969227061","Nordland","18","Brønnøy","13","2012-06-20T00:00:00","2012-06-20T00:00:00",0.025,0.215,57,0.08,0.087,"4","148.2Z"
"551",161,"Honnefoss","Kraftverk","DALANE KRAFT AS","982388406","Rogaland","11","Eigersund","01","1956-02-07T00:00:00","1956-02-07T00:00:00",2.88,8.7591,39.59,8.52,0.075,"2","027.1C2"
"552",1293,"Hopla","Kraftverk","","","Trøndelag","50","Levanger","37","2004-01-01T00:00:00","2004-01-01T00:00:00",0.0095,0.05,NA,NA,NA,"3","125.4A"
"553",1886,"Hopland","Kraftverk","HOPLAND KRAFT AS","813266652","Sogn og Fjordane","14","Stryn","49","2016-12-06T00:00:00","2016-12-06T00:00:00",5.89,22.9,340,2.1,0.779,"3","089.12Z"
"554",1543,"Hopselva","Kraftverk","HOPSELVA KRAFTVERK AS","990712603","Hordaland","12","Fusa","41","2010-05-30T00:00:00","2010-05-30T00:00:00",4.62,16,161,3.3,0.389,"2","055.3Z"
"555",981,"Hopsfossen","Kraftverk","HOPSFOSSEN AS","915242715","Hordaland","12","Bergen","01","1939-01-01T00:00:00","1939-01-01T00:00:00",0.22,0.4,11.2,NA,NA,"5","056.3A"
"556",545,"Horga","Kraftverk","SIGDAL ENERGI","971030631","Buskerud","06","Sigdal","21","1990-11-01T00:00:00","1990-11-01T00:00:00",7.2,27.8664,204,4.4,0.467,"1","012.BB42"
"557",973,"Horka","Kraftverk","AKERSHUS MILJØKRAFT AS","982910013","Akershus","02","Gjerdrum","34","1998-01-01T00:00:00","1998-01-01T00:00:00",0.2,1,NA,NA,NA,"1","002.CAAB"
"558",947,"Horneelva","Kraftverk","","","Sogn og Fjordane","14","Hyllestad","13","1999-01-01T00:00:00","1999-01-01T00:00:00",0.1092,0.64,NA,NA,NA,"3","082.32Z"
"559",796,"Horpedal","Kraftverk","HORPEDAL KRAFT AS","985226520","Sogn og Fjordane","14","Sogndal","20","2004-01-13T00:00:00","2004-01-13T00:00:00",2.5,14.2,174,1.87,0.371,"5","078.2A1Z"
"560",162,"Hovatn","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Bygland","38","1971-01-01T00:00:00","1971-01-01T00:00:00",45,68.6171,487.7,11,1.136,"2","021.E11"
"561",163,"Hove","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Vik","17","1969-12-09T00:00:00","1969-12-09T00:00:00",60,390.926,318.2,21.98,0.758,"5","070.6A"
"562",1666,"Hovland","Kraftverk","HOVLAND KRAFT AS","994550942","Sogn og Fjordane","14","Flora","01","2012-02-28T00:00:00","2012-02-28T00:00:00",2.995,9.5,429,0.8,1.04,"3","085.3Z"
"563",1038,"Hovuduk","Kraftverk","HOVUDUK KRAFTVERK AS","889553782","Telemark","08","Seljord","28","2003-01-01T00:00:00","2003-01-01T00:00:00",0.45,1.1,208,0.16,NA,"2","016.CBAB"
"564",834,"Hugla","Kraftverk","HUGLA KRAFT AS","986005226","Sogn og Fjordane","14","Vik","17","2004-11-29T00:00:00","2004-11-29T00:00:00",1.35,5.5,142.5,1.17,0.312,"5","070.AZ"
"565",1045,"Hulbak","Kraftverk","","","Buskerud","06","Hemsedal","18","2001-12-31T00:00:00","2001-12-31T00:00:00",0.048,0.185,NA,NA,NA,"5","012.CDBA1"
"566",932,"Humberset","Kraftverk","HUMBERSET OLAV","969126591","Møre og Romsdal","15","Volda","19","1998-01-01T00:00:00","1998-01-01T00:00:00",0.011,0.02,NA,NA,NA,"3","094.61"
"567",164,"Hunderfossen","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Lillehammer","01","1963-11-29T00:00:00","1963-11-29T00:00:00",112,608.2249,46.4,299.14,0.104,"1","002.DE4"
"568",1018,"Hundseid","Kraftverk","JENS M HUNDSEID","971196181","Rogaland","11","Vindafjord","60","2007-01-01T00:00:00","2007-01-01T00:00:00",0.08,0.5,NA,NA,NA,"2","038.B"
"569",1287,"Hundtjønnsbekken","Kraftverk","","","Aust-Agder","09","Froland","19","2000-01-01T00:00:00","2000-01-01T00:00:00",0.012,0.1,NA,NA,NA,"2","020.BB1"
"570",165,"Hunnevatn","Pumpe","SIRA KVINA KRAFTSELSKAP","954090493","Vest-Agder","10","Sirdal","46","1983-01-01T00:00:00","1983-01-01T00:00:00",-2,-5.2026,0,12.07,-0.046,"2","030.2C"
"571",166,"Hunsfoss","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Vennesla","14","1964-01-01T00:00:00","1964-01-01T00:00:00",25.1,141.5,13.67,206,0.034,"2","021.A222"
"572",1308,"Hurunda","Kraftverk","HURUNDA KRAFT AS","987777702","Trøndelag","50","Rennebu","22","2006-09-11T00:00:00","2006-09-11T00:00:00",0.25,1,109,0.3,NA,"3","121.C2"
"573",1301,"Husbyelva","Kraftverk","NORDVOLL ERNST HENRY","969119773","Nordland","18","Nesna","28","2002-01-01T00:00:00","2002-01-01T00:00:00",0.04,0.2,NA,NA,NA,"4","158.52"
"574",1845,"Husefest","Kraftverk","OTTO ULLEVÅLSETER","991809341","Sogn og Fjordane","14","Flora","01","2014-04-04T00:00:00","2014-04-04T00:00:00",0.06,0.31,17,0.45,0.037,"3","085.63Z"
"575",1744,"Husstøl","Kraftverk","HUSSTØL KRAFTVERK AS","916612699","Rogaland","11","Hjelmeland","33","2013-09-01T00:00:00","2013-09-01T00:00:00",0.55,2.6,135,0.66,0.235,"2","035.2A1"
"576",1989,"Hustveit","Kraftverk","PER BAKKEDAL","969444844","Rogaland","11","Vindafjord","60","2014-12-22T00:00:00","2014-12-22T00:00:00",0.037,0.01,70,0.065,0.158,"2","038.2B"
"577",1319,"Hyelva","Kraftverk","O DRAGE AS","984892780","Sogn og Fjordane","14","Naustdal","33","2003-01-01T00:00:00","2003-01-01T00:00:00",1.33,4.4,NA,NA,NA,"3","084.7B4Z"
"578",167,"Hylen","Kraftverk","STATKRAFT ENERGI AS","987059729","Rogaland","11","Suldal","34","1980-08-04T00:00:00","1980-08-04T00:00:00",160,946.5079,68,269.35,0.165,"2","036.B23"
"579",168,"Hylla","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Engerdal","34","1986-11-01T00:00:00","1986-11-01T00:00:00",2.9,8.5176,324,1.1,0.731,"1","311.DB33"
"580",1696,"Hynna","Kraftverk","HYNNA KRAFT AS","987934441","Trøndelag","50","Tydal","33","2013-05-07T00:00:00","2013-05-07T00:00:00",4.53,13.5,135.7,4,0.315,"3","123.D5Z"
"581",169,"Høgefoss","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Telemark","08","Nissedal","30","1919-01-01T00:00:00","1919-01-01T00:00:00",25,139.2271,64,47,0.148,"2","019.E2"
"582",621,"Høgfallet","Kraftverk","VOKKS KRAFT AS","976550013","Oppland","05","Gjøvik","02","1989-01-01T00:00:00","1989-01-01T00:00:00",1.1,5.1525,38.5,3.4,0.09,"1","002.DD2A"
"583",1108,"Høglielva Kraftverk","Kraftverk","","","Nordland","18","Vefsn","24","2004-01-01T00:00:00","2004-01-01T00:00:00",0.018,0.072,NA,NA,NA,"4","152.BZ"
"584",1721,"Hølera","Kraftverk","SMÅKRAFT AS","984616155","Oppland","05","Sør-Aurdal","40","2013-08-26T00:00:00","2013-08-26T00:00:00",0.88,4.5,44.25,2.25,0.109,"1","012.HA0"
"585",170,"Hølseter","Kraftverk","SKAGERAK KRAFT AS","979563531","Buskerud","06","Flesberg","31","1980-03-01T00:00:00","1980-03-01T00:00:00",2,9.0434,70,3.6,0.153,"1","015.F4C"
"586",171,"Hønefoss","Kraftverk","RINGERIKSKRAFT PRODUKSJON AS","987293586","Buskerud","06","Ringerike","05","1920-01-01T00:00:00","1920-01-01T00:00:00",29.4,119.8912,21.5,160,0.051,"1","012.F21"
"587",175,"Høyanger K5A","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Høyanger","16","1965-06-30T00:00:00","1965-06-30T00:00:00",93,636.1908,574,19.4,1.289,"3","079.7A"
"588",176,"Høyanger K5B","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Høyanger","16","1978-01-01T00:00:00","1978-01-01T00:00:00",16.4,107.0703,729,2.7,1.687,"3","079.7B"
"589",930,"Høydal","Kraftverk","HØYDAL KRAFTVERK AS","979355548","Møre og Romsdal","15","Volda","19","1998-01-01T00:00:00","1998-01-01T00:00:00",1.1,5.7,NA,NA,NA,"3","094.42Z"
