"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"941",296,"Nedre Markevatn","Kraftverk","SFE PRODUKSJON AS","984882106","Sogn og Fjordane","14","Askvoll","28","1954-01-01T00:00:00","1954-01-01T00:00:00",2.8,9.3647,42,8.35,0.093,"3","084.5A"
"942",1158,"Nedre Mollisjok","Kraftverk","","","Finnmark - Finnmárku","20","Kárášjohka – Karasjok ","21","1988-01-01T00:00:00","1988-01-01T00:00:00",0.02,0.08,NA,NA,NA,"4","234.GBAA"
"943",551,"Nedre Nea","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Selbu","32","1989-01-01T00:00:00","1989-01-01T00:00:00",66.7,405.3697,96,79.86,0.231,"3","123.D22"
"944",1660,"Nedre Neset","Kraftverk","NESET KRAFT AS","991704817","Rogaland","11","Lund","12","2012-05-08T00:00:00","2012-05-08T00:00:00",2.56,7.8,117.8,2.55,0.279,"2","026.BB"
"945",297,"Nedre Porsa","Kraftverk","PORSA KRAFTLAG AS","915231640","Finnmark - Finnmárku","20","Kvalsund","17","1959-01-01T00:00:00","1959-01-01T00:00:00",12.8,58.4095,215,7.69,0.462,"4","213.5Z"
"946",298,"Nedre Røssåga","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Hemnes","32","1955-03-24T00:00:00","1955-03-24T00:00:00",350,2001,244.4,165,0.589,"4","155.B1"
"947",299,"Nedre Svultingen","Kraftverk","SUNNFJORD ENERGI AS","916501420","Sogn og Fjordane","14","Hyllestad","13","1965-07-01T00:00:00","1965-07-01T00:00:00",8.8,40.3723,68,17,0.137,"3","080.4A"
"948",300,"Nedre Tessa 1","Kraftverk","AS EIDEFOSS","911305631","Oppland","05","Vågå","15","1942-08-11T00:00:00","1942-08-11T00:00:00",7,17.9816,146.5,5.6,0.326,"3","002.DHB2A0"
"949",301,"Nedre Tessa 2","Kraftverk","AS EIDEFOSS","911305631","Oppland","05","Vågå","15","1963-10-17T00:00:00","1963-10-17T00:00:00",16,100.8,310.7,5.59,0.794,"3","002.DHB2A0"
"950",1897,"Nedre Urdalen","Kraftverk","NEDRE URDALEN MINIKRAFTVERK AS","917144338","Telemark","08","Tinn","26","2017-05-18T00:00:00","2017-05-18T00:00:00",0.74,1.5,82,1.06,0.194,"2","016.G32Z"
"951",302,"Nedre Vinstra","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Nord-Fron","16","1953-11-05T00:00:00","1953-11-05T00:00:00",308,1263.56,443.2,80.02,1.069,"1","002.DF831"
"952",999,"Nedrebø","Kraftverk","","","Rogaland","11","Bjerkreim","14","2000-01-01T00:00:00","2000-01-01T00:00:00",0.1,0.3,NA,NA,NA,"2","027.D4"
"953",1661,"Nedrebø","Kraftverk","NEDREBØ KRAFTVERK AS","995366843","Sogn og Fjordane","14","Jølster","31","2012-01-24T00:00:00","2012-01-24T00:00:00",1.42,3.6,129.3,1.4,0.325,"3","084.E2Z"
"954",303,"Nes","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Nes i Buskerud","16","1967-07-30T00:00:00","1967-07-30T00:00:00",250,1492.906,285,110.05,0.63,"5","012.CD20"
"955",803,"Neselva","Kraftverk","YTRE KANDAL KRAFT AS","984550510","Sogn og Fjordane","14","Gloppen","45","2004-05-27T00:00:00","2004-05-27T00:00:00",4.9,17.629,132,4.4,0.309,"3","087.B120"
"956",952,"Neselva","Kraftverk","NESELVA KRAFTVERK AS","985744025","Sogn og Fjordane","14","Førde","32","2004-01-01T00:00:00","2004-01-01T00:00:00",0.27,1.3,NA,NA,NA,"3","083.E0"
"957",1525,"Nessa","Kraftverk","","","Rogaland","11","Hjelmeland","33","2008-01-01T00:00:00","2008-01-01T00:00:00",0.06,0.3,NA,NA,NA,"2","033.22"
"958",929,"Nesset","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Hareid","17","1947-01-01T00:00:00","1947-01-01T00:00:00",0.5,2,NA,NA,NA,"3","096.1BB"
"959",304,"Neverdalsåga","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Meløy","37","1955-01-01T00:00:00","1955-01-01T00:00:00",2.1,12.3177,213,1.39,0.416,"4","160.3A"
"960",1517,"Nibbedalen","Kraftverk","TRYGGESTAD KRAFT AS","992530448","Møre og Romsdal","15","Stranda","25","2011-04-04T00:00:00","2011-04-04T00:00:00",1.7,4.9,62,3,0.157,"3","098.5BZ"
"961",305,"Niingen","Kraftverk","HÅLOGALAND KRAFT PRODUKSJON AS","912432181","Nordland","18","Evenes","53","1954-08-05T00:00:00","1954-08-05T00:00:00",17,69.564,501.7,4.08,1.157,"4","175.2B"
"962",1216,"Nipo","Kraftverk","NIPO KRAFT AS","985479321","Hordaland","12","Lindås","63","2000-01-01T00:00:00","2000-01-01T00:00:00",0.95,3.8,NA,NA,NA,"5","064.4Z"
"963",306,"Nisserdam","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Telemark","08","Nissedal","30","1985-01-01T00:00:00","1985-01-01T00:00:00",1.8,11.3568,6.9,38.45,0.013,"2","019.E62"
"964",1798,"Nivla","Kraftverk","NIVLA KRAFT AS","879904552","Sogn og Fjordane","14","Lærdal","22","2016-06-03T00:00:00","2016-06-03T00:00:00",4.72,11,184.9,3.3,0.397,"5","073.AA0"
"965",307,"Nomeland","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Iveland","35","1920-01-01T00:00:00","1920-01-01T00:00:00",28.7,172.5795,20.39,181.19,0.043,"2","021.A82"
"966",1017,"Nordbekken","Kraftverk","","","Rogaland","11","Vindafjord","60","2000-01-01T00:00:00","2000-01-01T00:00:00",0.025,0.1,NA,NA,NA,"2","038.2Z"
"967",1679,"Nordbøåna","Kraftverk","NORDBØÅNA KRAFT AS","992143282","Telemark","08","Nissedal","30","2012-05-20T00:00:00","2012-05-20T00:00:00",1.6,4.2,193,1,0.45,"2","019.F3"
"968",309,"Norddalen","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Narvik","05","1983-01-01T00:00:00","1983-01-01T00:00:00",7.5,39.93,91,12.6,0.203,"4","173.AB6A"
"969",1780,"Nordelva","Kraftverk","OPTIK SPESIALBUTIKKEN I NORD Roald Skogvik","918374116","Troms","19","Tromsø","02","2008-01-01T00:00:00","2008-01-01T00:00:00",0.11,0.5,NA,NA,NA,"4","197.2"
"970",1656,"Nordfjordbekkan","Kraftverk","EGIL HERMANN JOHANSEN","970223231","Nordland","18","Rana","33","2007-12-10T00:00:00","2007-12-10T00:00:00",0.21,0.6,148,0.18,0.324,"4","157.41"
"971",308,"Nord-Forså","Kraftverk","HÅLOGALAND KRAFT PRODUKSJON AS","912432181","Troms","19","Ibestad","17","1957-11-03T00:00:00","1957-11-03T00:00:00",1.1,7.6031,236,0.5,0.611,"4","188.23Z"
"972",1245,"Nordlandselva","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Beiarn","39","2006-03-21T00:00:00","2006-03-21T00:00:00",2,9.5,172,1.45,0.383,"4","161.4Z"
"973",1617,"Nordre Mangen","Kraftverk","N MANGEN GÅRD Bjørn Toverud","971264365","Akershus","02","Aurskog-Høland","21","2008-04-08T00:00:00","2008-04-08T00:00:00",0.144,0.4,NA,NA,NA,"1","313.H3"
"974",1347,"Nordsvorka","Kraftverk","STATKRAFT ENERGI AS","987059729","Møre og Romsdal","15","Surnadal","66","2007-05-01T00:00:00","2007-05-01T00:00:00",2.34,12.3,39.3,6,0.093,"3","112.3AAA"
"975",1236,"Nordvik","Kraftverk","NORDVIK KRAFT AS","988225657","Møre og Romsdal","15","Surnadal","66","2006-05-07T00:00:00","2006-05-07T00:00:00",4.63,15.9,375,1.6,0.833,"3","111.7Z"
"976",1251,"Nordåni","Kraftverk","NORDÅNA KRAFT AS","988304816","Aust-Agder","09","Bygland","38","2006-06-01T00:00:00","2006-06-01T00:00:00",1.2,4.5,180,0.8,0.417,"2","021.D5AZ"
"977",310,"Nore I","Kraftverk","STATKRAFT ENERGI AS","987059729","Buskerud","06","Nore og Uvdal","33","1928-07-01T00:00:00","1928-07-01T00:00:00",206,758.809,361,72,0.795,"5","015.JA0"
"978",311,"Nore II","Kraftverk","STATKRAFT ENERGI AS","987059729","Buskerud","06","Nore og Uvdal","33","1946-11-12T00:00:00","1946-11-12T00:00:00",52,203.688,100,68.12,0.212,"1","015.H6"
"979",944,"Norvald Hestad","Kraftverk","","","Sogn og Fjordane","14","Gaular","30","1997-01-01T00:00:00","1997-01-01T00:00:00",0.024,0.08,NA,NA,NA,"3","083.C4"
"980",1898,"Nottveit Pico","Kraftverk","EINAR SOFIENLUND","943252106","Hordaland","12","Modalen","52","2017-06-20T00:00:00","2017-06-20T00:00:00",0.01,0.04,26,0.07,0.04,"5","064.3"
"981",312,"Novle","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Hordaland","12","Odda","28","1967-01-01T00:00:00","1967-01-01T00:00:00",40,239.6537,275,16.01,0.694,"2","036.F0"
"982",1192,"Nunelva","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Åfjord","18","1949-01-01T00:00:00","1949-01-01T00:00:00",0.315,1.15,140,0.235,NA,"3","136.1Z"
"983",314,"Nybrufoss","Kraftverk","KONGSBERG ENERGISELSKAP AS","863956692","Buskerud","06","Kongsberg","04","1911-09-28T00:00:00","2013-02-13T00:00:00",3,25,13.24,29,0.029,"1","015.D31"
"984",1842,"Nybuelvi","Kraftverk","SMÅKRAFT AS","984616155","Buskerud","06","Nes i Buskerud","16","2016-04-07T00:00:00","2016-04-07T00:00:00",3.6,7.1,539.9,0.794,1.259,"5","012.CC7A0"
"985",839,"Nydal","Kraftverk","NYDAL KRAFT AS","986598057","Sogn og Fjordane","14","Førde","32","2005-02-07T00:00:00","2005-02-07T00:00:00",1.44,7.3,190,0.98,1.505,"3","084.D"
"986",1642,"Nydalselva","Kraftverk","NYDALSELVA KRAFT AS","893040412","Sogn og Fjordane","14","Jølster","31","2011-10-26T00:00:00","2011-10-26T00:00:00",5.25,17.6,605,0.97,1.503,"3","087.B13"
"987",1978,"Nye Suvdøla","Kraftverk","DRANGEDAL EVERK KF","971028440","Telemark","08","Drangedal","17","2019-06-13T00:00:00","2019-06-13T00:00:00",9,44.63,347,3.2,0.781,"2","017.FA0"
"988",495,"Nye Verma","Kraftverk","RAUMA ENERGI AS","970974253","Møre og Romsdal","15","Rauma","39","1949-11-14T00:00:00","2019-05-16T00:00:00",23.2,119.2,424.4,6,0.929,"3","103.AA1"
"989",827,"Nygard","Pumpekraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Modalen","52","2005-01-30T00:00:00","2005-01-30T00:00:00",56,81.5556,450,17,0.934,"5","064.ABZ"
"990",315,"Nygård","Kraftverk","NORDKRAFT MAGASIN AS","928657213","Nordland","18","Narvik","05","1932-06-28T00:00:00","1932-06-28T00:00:00",25,101.2108,253.89,12.1,0.574,"4","174.4Z"
"991",316,"Nyset","Kraftverk","ØSTFOLD ENERGI AS","879904412","Sogn og Fjordane","14","Årdal","24","1988-01-01T00:00:00","1988-01-01T00:00:00",5,19.9781,61,8.42,0.165,"5","074.2B3"
"992",1110,"Nystavnbekken","Kraftverk","","","Trøndelag","50","Levanger","37","1999-01-01T00:00:00","1999-01-01T00:00:00",0.022,0.088,NA,NA,NA,"3","125.4E2"
"993",1800,"Nyvikelva","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Raarvikhe – Røyrvik","43","2015-05-01T00:00:00","2015-05-01T00:00:00",2.1,6,83.5,3,0.194,"4","307.3Z"
"994",937,"Nøringset","Kraftverk","ENERVA AS","983515584","Møre og Romsdal","15","Sula","31","2004-01-01T00:00:00","2004-01-01T00:00:00",0.2,0.6,NA,NA,NA,"3","101.43"
"995",1040,"Nørsteteig","Kraftverk","NØRSTETEIG KRAFTVERK AS","891182082","Telemark","08","Seljord","28","2006-02-19T00:00:00","2006-02-19T00:00:00",0.075,0.36,98,0.14,0.149,"2","016.ECZ"
"996",1244,"Nørståe","Kraftverk","NØRSTÅE KRAFT AS","987579064","Buskerud","06","Rollag","32","2006-08-21T00:00:00","2006-08-21T00:00:00",1.5,4.3,130,1.5,0.278,"1","015.G8Z"
"997",1133,"Nånes & Mele Mikrokraftverk","Kraftverk","MELEFALLET AS","976537300","Aust-Agder","09","Bygland","38","1997-01-01T00:00:00","1997-01-01T00:00:00",0.096,0.554,NA,NA,NA,"2","021.D6Z"
"998",1711,"Odberg","Kraftverk","ODBERG KRAFTLAG SA","997278100","Vestfold","07","Larvik","12","2012-12-14T00:00:00","2012-12-14T00:00:00",0.075,0.45,134.4,0.1,0.219,"2","015.B4"
"999",1805,"Offervann","Kraftverk","STATKRAFT ENERGI AS","987059729","Finnmark - Finnmárku","20","Lebesby","22","2015-04-23T00:00:00","2015-04-23T00:00:00",2.2,7,10,22,0.029,"4","229.3C"
"1000",1235,"Oftedal I","Kraftverk","SMÅKRAFT AS","984616155","Vest-Agder","10","Sirdal","46","2006-01-01T00:00:00","2006-01-01T00:00:00",3,13.3,265,1.4,0.595,"2","026.D1A0"
"1001",1346,"Oftedal II","Kraftverk","SMÅKRAFT AS","984616155","Vest-Agder","10","Sirdal","46","2007-07-14T00:00:00","2007-07-14T00:00:00",5,21.9,130,5.1,0.272,"2","026.D1A0"
"1002",1529,"Oksarelva","Kraftverk","OKSARELVA KRAFT AS","994170821","Hordaland","12","Kvinnherad","24","2011-05-19T00:00:00","2011-05-19T00:00:00",1.2,4.28,320,0.434,0.768,"2","045.310"
"1003",554,"Oksebotn","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Voss","35","1988-12-01T00:00:00","1988-12-01T00:00:00",11,45.99,125,10.5,0.291,"5","062.BB2"
"1004",1276,"Oksefjell","Kraftverk","OKSEKRAFT AS","987255072","Vest-Agder","10","Kvinesdal","37","2006-03-28T00:00:00","2006-03-28T00:00:00",0.214,1,52,0.6,0.099,"2","025.B411"
"1005",317,"Oksla","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Odda","28","1980-04-11T00:00:00","1980-04-11T00:00:00",206,972.9718,450,52.02,1.067,"2","049.A2"
"1006",1195,"Ola Rise","Kraftverk","","","Trøndelag","50","Midtre Gauldal","27","1981-01-01T00:00:00","1981-01-01T00:00:00",0.02,0.06,NA,NA,NA,"3","122.BAB"
"1007",318,"Oldereid","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Bodø","04","1953-11-01T00:00:00","1953-11-01T00:00:00",15,76.6596,319,5.35,0.779,"4","162.7Z"
"1008",883,"Ole Kristian Sylling","Kraftverk","SOLBERG GÅRD OLE KRISTIAN SYLLING","969925672","Buskerud","06","Lier","26","2004-01-01T00:00:00","2004-01-01T00:00:00",0.015,0.1,176,0.016,0.26,"1","011.B"
"1009",319,"Oltedal","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Gjesdal","22","1909-01-01T00:00:00","1995-01-15T00:00:00",9.3,34.1092,72,16.04,0.16,"2","030.1C"
"1010",320,"Oltesvik","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Gjesdal","22","1935-01-01T00:00:00","1995-11-09T00:00:00",5,20.0945,37.5,19.69,0.079,"2","030.1A"
"1011",1634,"Oma","Kraftverk","OMA KRAFT AS","994469630","Hordaland","12","Kvam","38","2011-11-04T00:00:00","2011-11-04T00:00:00",1.4,5.08,163,1.1,0.354,"5","053.22"
"1012",1407,"Ormhaugfossen","Kraftverk","REN RØROS STRØM AS","919884428","Trøndelag","50","Røros","25","2008-10-01T00:00:00","2008-10-01T00:00:00",1.2,7.6,5.5,27.5,0.012,"1","002.R61"
"1013",555,"Ormsetfoss","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Verran","39","1988-06-20T00:00:00","1988-06-20T00:00:00",40,76.93,383.7,12,0.925,"3","130.2Z"
"1014",1618,"Ortnevik","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Høyanger","16","2004-06-01T00:00:00","2004-06-01T00:00:00",1.2,5.5,45,3.6,0.093,"5","070.2A0"
"1015",985,"Ortnevik Mikrokraftverk","Kraftverk","","","Sogn og Fjordane","14","Høyanger","16","1999-01-01T00:00:00","1999-01-01T00:00:00",0.037,0.15,NA,0.2,NA,"5","070.2A0"
"1016",321,"Osa","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Åmot","29","1981-07-29T00:00:00","1981-07-29T00:00:00",90,306.3208,200,54.95,0.455,"1","002.JC30"
"1017",1694,"Osavatnet","Kraftverk","BERGEN KOMMUNE","964338531","Hordaland","12","Bergen","01","2012-05-08T00:00:00","2012-05-08T00:00:00",0.6,3.5,98.25,0.777,0.215,"5","061.2AA4"
"1018",322,"Osbu","Kraftverk","STATKRAFT ENERGI AS","987059729","Møre og Romsdal","15","Sunndal","63","1958-12-15T00:00:00","1958-12-15T00:00:00",20,112.1926,56,45.9,0.123,"3","109.5D3"
"1019",323,"Osen","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Sirdal","46","1964-01-01T00:00:00","1964-01-01T00:00:00",4,16.024,57.29,9.02,0.123,"2","026.DAB"
"1020",371,"Osen","Kraftverk","SKAFSÅ KRAFTVERK ANS","840044262","Telemark","08","Kviteseid","29","1954-11-07T00:00:00","1954-11-07T00:00:00",16.5,67.5103,92.3,21.31,0.215,"2","019.G"
"1021",324,"Osfallet","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Åmot","29","1914-01-01T00:00:00","1956-10-15T00:00:00",5.6,8.2021,40.79,18.09,0.086,"1","002.JBA1"
"1022",1509,"Osland","Kraftverk","OSLAND KRAFT AS","990788707","Sogn og Fjordane","14","Høyanger","16","2008-07-18T00:00:00","2008-07-18T00:00:00",0.75,2.03,143,620,0.336,"5","069.71"
"1023",325,"Oslandsbotn","Kraftverk","SFE PRODUKSJON AS","984882106","Sogn og Fjordane","14","Askvoll","28","1984-01-01T00:00:00","1984-01-01T00:00:00",2.9,11.7579,188,1.79,0.448,"3","084.1D"
"1024",326,"Osteren","Kraftverk","TROMS KRAFT PRODUKSJON AS","979152116","Troms","19","Torsken","28","1936-01-01T00:00:00","1936-01-01T00:00:00",2.5,14.8938,136.89,2.09,0.331,"4","195.4A3"
"1025",327,"Osvatn","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Osterøy","53","1951-01-01T00:00:00","1951-01-01T00:00:00",2.3,12.264,205,1.35,0.473,"5","060.6B0"
"1026",1100,"Oterbekken","Kraftverk","SOLBU TERJE","970068597","Nordland","18","Rana","33","2005-06-03T00:00:00","2005-06-03T00:00:00",0.3,0.8,157.5,0.28,0.298,"4","156.B0"
"1027",859,"Oterholtfoss","Kraftverk","MIDT-TELEMARK ENERGI AS","963022158","Telemark","08","Bø i Telemark","21","1932-01-01T00:00:00","1932-01-01T00:00:00",0.85,5,NA,NA,NA,"2","016.CA4"
"1028",1299,"Otertjønnbekken","Kraftverk","KARLSEN EIVIND","969641496","Trøndelag","50","Inderøy","53","2008-01-01T00:00:00","2008-01-01T00:00:00",0.035,0.133,125,0.045,NA,"3","130.520"
"1029",1001,"Otro","Kraftverk","","","Hordaland","12","Kvinnherad","24","1998-01-01T00:00:00","1998-01-01T00:00:00",0.018,0.1,NA,NA,NA,"2","045.1"
"1030",1064,"Ottar Holta","Kraftverk","","","Rogaland","11","Strand","30","1997-01-01T00:00:00","1997-01-01T00:00:00",0.015,0.05,NA,NA,NA,"2","032.4C"
"1031",916,"Palmafoss","Kraftverk","VOSS ENERGI PRODUKSJON AS","984665776","Hordaland","12","Voss","35","1919-07-01T00:00:00","1919-07-01T00:00:00",0.31,1.8,14,3,NA,"5","062.FA0"
"1032",328,"Pikerfoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Kongsberg","04","1982-01-01T00:00:00","1982-01-01T00:00:00",15.8,59.6236,13.5,150,0.029,"1","015.E0"
"1033",1506,"Porkegjel","Kraftverk","PORKEGJEL KRAFT AS","990893446","Hordaland","12","Kvam","38","2008-09-01T00:00:00","2008-09-01T00:00:00",0.7,2.2,63.5,1.4,NA,"5","052.62"
"1034",1336,"Pålsbu","Kraftverk","STATKRAFT ENERGI AS","987059729","Buskerud","06","Nore og Uvdal","33","2007-06-26T00:00:00","2007-06-26T00:00:00",6.2,22,13,53,0.032,"5","015.L2"
"1035",1870,"Rabb-bekken","Kraftverk","WATTS UP ? AS","896380982","Trøndelag","50","Stjørdal","35","2016-06-22T00:00:00","2016-06-22T00:00:00",0.225,0.7,155,0.183,0.342,"3","124.C4"
"1036",1384,"Rafdal (Heimeelva)","Kraftverk","RAFDAL ENERGI AS","980850226","Hordaland","12","Etne","11","2008-06-02T00:00:00","2008-06-02T00:00:00",2,7.6,497,0.4,1.151,"2","042.22Z"
"1037",1385,"Rafdal (Ø-Rafdal)","Kraftverk","RAFDAL ENERGI AS","980850226","Hordaland","12","Etne","11","2008-06-02T00:00:00","2008-06-02T00:00:00",0.7,2,187,0.4,0.426,"2","042.22Z"
"1038",1659,"Ramberg","Kraftverk","","","Buskerud","06","Flesberg","31","2010-01-01T00:00:00","2010-01-01T00:00:00",0.0815,0.32,NA,NA,NA,"1","015.E3Z"
"1039",329,"Ramfoss","Kraftverk","RAMFOSS KRAFTLAG","971030690","Buskerud","06","Modum","23","1961-09-01T00:00:00","1961-09-01T00:00:00",30,189.8074,22.39,157.22,0.052,"1","012.CA3"
"1040",773,"Ramstaddal","Kraftverk","SYKKYLVEN ENERGI AS","979918224","Møre og Romsdal","15","Sykkylven","28","1983-12-08T00:00:00","1983-12-08T00:00:00",1.2,3.2364,380,0.36,0.925,"3","098.1Z"
"1041",330,"Rana","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Rana","33","1968-01-18T00:00:00","1968-01-18T00:00:00",500,2183.8,505.29,115.73,1.2,"4","156.AA"
"1042",1450,"Rasdalen","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Voss","35","2009-12-03T00:00:00","2009-12-03T00:00:00",5.2,19,280,2.2,0.657,"5","062.A"
"1043",331,"Raua","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Gausdal","22","1941-07-01T00:00:00","1941-07-01T00:00:00",1.1,5.1525,391.7,0.4,0.763,"1","002.DDAAA"
"1044",728,"Raubergfossen","Kraftverk","MIDT ENERGI AS","977205719","Trøndelag","50","Holtålen","26","1996-01-01T00:00:00","1996-01-01T00:00:00",2.7,11.6265,61.5,5.3,0.146,"3","122.EA1"
"1045",1375,"Raudberget","Pumpe","GLOMMENS OG LAAGENS BRUKSEIERFORENING","948591898","Oppland","05","Skjåk","13","2007-01-01T00:00:00","2007-01-01T00:00:00",-3.8,0,NA,15,-0.0375,"3","002.DHFA"
"1046",1159,"Ravnastua","Kraftverk","","","Finnmark - Finnmárku","20","Kárášjohka – Karasjok ","21","1990-01-01T00:00:00","1990-01-01T00:00:00",0.005,0.02,NA,NA,NA,"4","234.GBAA"
"1047",1652,"Ravnåga","Kraftverk","MIP MILJØKRAFT AS","819150842","Nordland","18","Rana","33","2011-10-26T00:00:00","2011-10-26T00:00:00",1.25,5.75,38,4,0.087,"4","156.CB3Z"
"1048",332,"Refsdal","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Vik","17","1968-01-13T00:00:00","1968-01-13T00:00:00",90,455.1265,513.59,21.01,1.19,"5","070.D"
"1049",1664,"Refsdal","Kraftverk","SUNNFJORD ENERGI AS","916501420","Sogn og Fjordane","14","Førde","32","2000-08-01T00:00:00","2000-08-01T00:00:00",0.493,1.5,414.4,0.12,1.13,"3","084.C11"
"1050",1067,"Reiersdalen","Kraftverk","NOREM OLAV","869102822","Telemark","08","Drangedal","17","1996-01-01T00:00:00","1996-01-01T00:00:00",0.0037,0.02,NA,NA,NA,"2","017.DC"
"1051",333,"Reinfossen","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Rana","33","1925-01-01T00:00:00","1925-01-01T00:00:00",3.4,6.364,30,13.48,0.07,"4","156.C1"
"1052",1459,"Reingardsåga","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Rana","33","2009-06-19T00:00:00","2009-06-19T00:00:00",2.4,7.3,196,NA,NA,"4","156.CAA2A"
"1053",1412,"Reinli","Kraftverk","REINLI KRAFT AS","989525298","Oppland","05","Sør-Aurdal","40","2008-02-25T00:00:00","2008-02-25T00:00:00",3.1,10,NA,NA,NA,"1","012.J2Z"
"1054",334,"Reinset","Kraftverk","NEAS AS","960684737","Møre og Romsdal","15","Sunndal","63","1948-02-25T00:00:00","1948-02-25T00:00:00",4.9,16.6559,263.6,2.5,0.544,"3","111.5B4"
"1055",1404,"Reinskar","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Gildeskål","38","2008-09-25T00:00:00","2008-09-25T00:00:00",9.6,44,126,9,0.296,"4","161.1Z"
"1056",1030,"Reinstaul","Kraftverk","REINSTAUL KRAFT AS","898328082","Telemark","08","Seljord","28","1996-01-01T00:00:00","1996-01-01T00:00:00",0.018,0.1,NA,NA,NA,"2","016.CC3Z"
"1057",1766,"Reinåga","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Hemnes","32","2014-11-21T00:00:00","2014-11-21T00:00:00",3.91,12.8,567,0.8,1.358,"4","155.B20"
"1058",1471,"Reisæter (Bleieelvi)","Kraftverk","REISÆTER KRAFTVERK AS","991741267","Hordaland","12","Ullensvang","31","2009-06-03T00:00:00","2009-06-03T00:00:00",0.45,1.7,131,0.35,0.357,"5","048.2A"
"1059",1472,"Reisæter (Strutåni)","Kraftverk","REISÆTER KRAFTVERK AS","991741267","Hordaland","12","Ullensvang","31","2009-06-03T00:00:00","2009-06-03T00:00:00",1,4.3,208,0.6,0.49,"5","048.2A"
"1060",335,"Rekvatn","Kraftverk","NORD-SALTEN KRAFT AS","995114666","Nordland","18","Hamarøy – Hábmer","49","1953-12-19T00:00:00","1953-12-19T00:00:00",23.3,86.4294,207.5,13.31,0.43,"4","170.C4"
"1061",1481,"Rekåa","Kraftverk","REKÅA KRAFTVERK AS","994562223","Telemark","08","Notodden","07","2009-09-14T00:00:00","2009-09-14T00:00:00",0.558,1.5,90,0.75,0.206,"2","016.EA1B"
"1062",1833,"Ren Energi Ramsland","Kraftverk","REN ENERGI RAMSLAND AS","915380646","Vest-Agder","10","Lindesnes","29","2015-10-06T00:00:00","2015-10-06T00:00:00",0.075,0.54,92,0.09,0.231,"2","023.220"
